,probe_ind,ant-post,step,gene_symbol
3107,33811,posterior,4,CEP170
3108,33434,posterior,4,RP11-790G19.2
3109,51194,posterior,4,A_32_P206391
3110,53616,posterior,4,A_32_P214107
3111,37600,posterior,4,C9orf45
3112,10680,posterior,4,PDIA5
3113,30844,posterior,4,GNRHR2
3114,12077,posterior,4,NKX2-8
3115,34548,posterior,4,TTC39C
3116,3174,posterior,4,IRF4
3117,29802,posterior,4,TAF13
3118,33955,posterior,4,LOC728100
3119,41228,posterior,4,GPR116P1
3120,38902,posterior,4,LOC100128174
3121,46745,posterior,4,HTR1D
3122,11760,posterior,4,OLFML2B
3123,4000,posterior,4,CNOT3
3124,50048,posterior,4,A_32_P147297
3125,10932,posterior,4,LZTS1
3126,50439,posterior,4,A_32_P13370
3127,24257,posterior,4,OLFML1
3128,16283,posterior,4,CACNG7
3129,34422,posterior,4,LOC728701
3130,24775,posterior,4,STON1-GTF2A1L
3131,25647,posterior,4,FAM72D
3132,1204,posterior,4,EZH1
3133,4650,posterior,4,POLE2
3134,49435,posterior,4,A_23_P122650
3135,36260,posterior,4,STARD9
3136,33715,posterior,4,HTR1F
3137,46986,posterior,4,DRP2
3138,29582,posterior,4,PARK2
3139,53541,posterior,4,A_32_P133106
3140,51298,posterior,4,A_24_P415260
3141,52615,posterior,4,A_24_P643601
3142,1010,posterior,4,CTSZ
3143,11060,posterior,4,CAMTA2
3144,53100,posterior,4,A_32_P108666
3145,40887,posterior,4,SHC1
3146,2622,posterior,4,CFI
3147,1395,posterior,4,GABRA4
3148,6713,posterior,4,TCP10
3149,27752,posterior,4,PDGFRB
3150,17133,anterior,4,OR13A1
3151,37019,anterior,4,AC112641.2
3152,12195,anterior,4,OR2H1
3153,12115,anterior,4,GALNT8
3154,55258,anterior,4,A_24_P418908
3155,39084,anterior,4,RFPL3
3156,24877,anterior,4,C19orf51
3157,46674,anterior,4,MAN2A1
3158,42276,anterior,4,TNIP2
3159,26033,anterior,4,VWA1
3160,58407,anterior,4,A_32_P148683
3161,44472,anterior,4,ACTA1
3162,45992,anterior,4,HTR2A
3163,44490,anterior,4,ACADS
3164,8424,anterior,4,GLP2R
3165,44073,anterior,4,CUST_2684_PI416261804
3166,45694,anterior,4,CHRNA9
3167,39590,anterior,4,ALDH1L2
3168,35668,anterior,4,LINC00310
3169,40246,anterior,4,PFKFB3
3170,33057,anterior,4,TRIL
3171,50787,anterior,4,A_24_P922953
3172,907,anterior,4,CRYGA
3173,25028,anterior,4,FRMD3
3174,45996,anterior,4,HTR2A
3175,51412,anterior,4,A_32_P92563
3176,37373,anterior,4,A_24_P136124
3177,35545,anterior,4,IRAK4
3178,27898,anterior,4,P2RY13
3179,26588,anterior,4,SLC22A6
3180,53104,anterior,4,A_32_P121549
3181,51722,anterior,4,A_24_P400645
3182,7518,anterior,4,BBOX1
3183,20287,anterior,4,KLHL32
3184,36887,anterior,4,LOC650157
3185,20423,anterior,4,HAUS1
3186,32560,anterior,4,DLEC1
3187,48957,anterior,4,A_24_P877350
3188,15386,anterior,4,FOXJ2
3189,42130,anterior,4,C6
3190,32121,anterior,4,NFATC1
3191,29176,anterior,4,FHOD3
3192,33133,anterior,4,NUDT9P1
3193,7632,anterior,4,CHRD
3194,6480,anterior,4,TNFAIP2
3195,36226,anterior,4,DPYD
3196,27519,anterior,4,RBM38
3197,15877,anterior,4,SLC17A6
3198,37577,anterior,4,ZNF697
3199,6020,anterior,4,SNCG
3200,12140,posterior,4,LATS2
3201,17438,posterior,4,CENPH
3202,7309,posterior,4,ZIC2
3203,43219,posterior,4,A_32_P56143
3204,24538,posterior,4,SMTNL2
3205,10948,posterior,4,CELF3
3206,56447,posterior,4,LINC00461
3207,39606,posterior,4,ZBTB4
3208,43135,posterior,4,RP11-257K9.7
3209,55785,posterior,4,RSBN1L
3210,18269,posterior,4,CCNJL
3211,25814,posterior,4,MXRA7
3212,49458,posterior,4,BCL11B
3213,55116,posterior,4,A_24_P84498
3214,31893,posterior,4,CADPS2
3215,43294,posterior,4,LOC199882
3216,52840,posterior,4,A_24_P272653
3217,26630,posterior,4,ZNF780A
3218,53855,posterior,4,A_24_P264383
3219,7382,posterior,4,ZNF132
3220,6625,posterior,4,UGP2
3221,13760,posterior,4,CRNN
3222,4376,posterior,4,NPPB
3223,30644,posterior,4,KCNJ11
3224,54963,posterior,4,ZNF451
3225,25324,posterior,4,GALNTL4
3226,23402,posterior,4,SCAMP5
3227,18890,posterior,4,C4orf17
3228,1718,posterior,4,FLT1
3229,6470,posterior,4,TMSB4X
3230,34408,posterior,4,RG9MTD2
3231,27741,posterior,4,OAS2
3232,38338,posterior,4,C4orf18
3233,11988,posterior,4,SMPX
3234,39118,posterior,4,ISOC2
3235,23233,posterior,4,LRRN4CL
3236,27536,posterior,4,ZFYVE9
3237,25940,posterior,4,FLCN
3238,25736,posterior,4,GNAO1
3239,58691,posterior,4,A_32_P94122
3240,5801,posterior,4,SH3GL1
3241,51456,posterior,4,A_24_P507313
3242,5775,posterior,4,SFTPA1
3243,31783,posterior,4,MASP1
3244,46257,posterior,4,EPB41L4A
3245,11792,posterior,4,SOSTDC1
3246,21752,posterior,4,PRR20
3247,20212,posterior,4,TEX261
3248,4694,posterior,4,PRB1
3249,3131,posterior,4,INHBA
3250,23760,anterior,4,RTKN2
3251,47206,anterior,4,A_24_P937366
3252,15858,anterior,4,SLC17A6
3253,15085,anterior,4,GPRC5D
3254,22292,anterior,4,SAMD3
3255,4502,anterior,4,PIK3CG
3256,24068,anterior,4,PRR18
3257,49271,anterior,4,A_32_P137819
3258,18822,anterior,4,TSC22D4
3259,20772,anterior,4,SCGB3A2
3260,28222,anterior,4,ZNF592
3261,5289,anterior,4,RFPL1
3262,17946,anterior,4,ECHDC3
3263,19908,anterior,4,DEPDC7
3264,192,anterior,4,CDH9
3265,45990,anterior,4,HTR2A
3266,5741,anterior,4,SELPLG
3267,14052,anterior,4,CXXC5
3268,3313,anterior,4,KLRC2
3269,52148,anterior,4,A_32_P5057
3270,14776,anterior,4,THNSL2
3271,28782,anterior,4,OR14I1
3272,26296,anterior,4,PRKCD
3273,8765,anterior,4,ZBTB5
3274,45822,anterior,4,SREBF1
3275,39418,anterior,4,AC134312.1
3276,31325,anterior,4,UBASH3B
3277,4303,anterior,4,PCSK1
3278,52801,anterior,4,A_23_P37624
3279,22425,anterior,4,LINGO2
3280,5647,anterior,4,SCD
3281,33199,anterior,4,RXFP1
3282,4336,anterior,4,PDE6H
3283,37124,anterior,4,PLSCR4
3284,24208,anterior,4,LOC339240
3285,12087,anterior,4,TSPAN17
3286,12624,anterior,4,APOBEC3C
3287,5608,anterior,4,SAG
3288,32467,anterior,4,PLB1
3289,2602,anterior,4,ID3
3290,44515,anterior,4,ABCA1
3291,40677,anterior,4,ZMAT4
3292,18594,anterior,4,KRTAP3-2
3293,20392,anterior,4,OSBPL10
3294,6015,anterior,4,SNCB
3295,18625,anterior,4,SLC4A11
3296,27603,anterior,4,HTR2A
3297,49909,anterior,4,A_32_P156786
3298,13106,anterior,4,HSD17B11
3299,37683,anterior,4,NPL2
3300,50931,posterior,4,PDLIM2
3301,50519,posterior,4,A_24_P12660
3302,19431,posterior,4,TRAF7
3303,16856,posterior,4,CAMK1G
3304,51666,posterior,4,A_24_P75708
3305,21286,posterior,4,OR2D2
3306,20364,posterior,4,ZNF598
3307,14328,posterior,4,IL20RA
3308,50365,posterior,4,A_32_P131633
3309,51440,posterior,4,A_32_P209163
3310,49152,posterior,4,A_32_P80523
3311,30237,posterior,4,PDLIM5
3312,45323,posterior,4,DCHS2
3313,30119,posterior,4,PPP1R12B
3314,30958,posterior,4,DAB2IP
3315,29876,posterior,4,OTOF
3316,22080,posterior,4,EME1
3317,21384,posterior,4,SLC38A10
3318,27474,posterior,4,C1QTNF1
3319,43947,posterior,4,AC233723.1
3320,46158,posterior,4,AC062028.1
3321,35364,posterior,4,WNT2
3322,52112,posterior,4,A_24_P268856
3323,46947,posterior,4,GABRA4
3324,35524,posterior,4,VAV2
3325,32644,posterior,4,DLX6
3326,28349,posterior,4,MAGEB1
3327,22676,posterior,4,CCDC117
3328,37934,posterior,4,LOC100288954
3329,50409,posterior,4,LOC646903
3330,13657,posterior,4,GINS2
3331,9615,posterior,4,ARIH2
3332,29139,posterior,4,KCNQ2
3333,30073,posterior,4,MTUS2
3334,30238,posterior,4,PDLIM5
3335,37083,posterior,4,A_23_P125042
3336,30822,posterior,4,TMEM150A
3337,55314,posterior,4,A_23_P8004
3338,12398,posterior,4,CACNG4
3339,32181,posterior,4,BIRC5
3340,38947,posterior,4,LINC00174
3341,9565,posterior,4,BTN3A3
3342,49890,posterior,4,A_32_P207147
3343,17876,posterior,4,GALNT12
3344,36224,posterior,4,STK19P
3345,56558,posterior,4,A_24_P25452
3346,43511,posterior,4,PEX26
3347,17788,posterior,4,TRAF3IP3
3348,10473,posterior,4,CIT
3349,40634,posterior,4,UBAC2
3350,15851,anterior,4,SLC17A6
3351,54681,anterior,4,A_24_P253588
3352,16368,anterior,4,NXN
3353,45991,anterior,4,HTR2A
3354,8833,anterior,4,FGFBP1
3355,49321,anterior,4,A_23_P86461
3356,31635,anterior,4,PRAMEF7
3357,49597,anterior,4,A_24_P831034
3358,15030,anterior,4,STK32B
3359,49650,anterior,4,A_24_P922062
3360,42774,anterior,4,APOL1
3361,50517,anterior,4,A_23_P18871
3362,44705,anterior,4,ALOX5AP
3363,10220,anterior,4,PPARGC1A
3364,25572,anterior,4,KLK12
3365,47413,anterior,4,A_24_P273647
3366,21493,anterior,4,TMIGD2
3367,45310,anterior,4,DPY19L1
3368,52883,anterior,4,A_32_P147830
3369,34620,anterior,4,PRICKLE1
3370,16132,anterior,4,SLAMF7
3371,39154,anterior,4,LOC100287347
3372,51291,anterior,4,A_24_P59147
3373,14428,anterior,4,SSH1
3374,14912,anterior,4,TMEM132A
3375,26233,anterior,4,RPRM
3376,30708,anterior,4,SYNGR1
3377,1662,anterior,4,GPC5
3378,39250,anterior,4,MGC3771
3379,14374,anterior,4,CLIC6
3380,7689,anterior,4,KRT36
3381,35148,anterior,4,FEZ2
3382,46978,anterior,4,DRD5
3383,37100,anterior,4,DPY19L1
3384,14844,anterior,4,SLC29A3
3385,23855,anterior,4,TCP11L2
3386,53389,anterior,4,A_23_P140654
3387,18122,anterior,4,SLC2A10
3388,14329,anterior,4,FGFRL1
3389,29265,anterior,4,S100A13
3390,7301,anterior,4,ZFP37
3391,46939,anterior,4,GABRA3
3392,56134,anterior,4,A_32_P13533
3393,9198,anterior,4,TIMM17B
3394,13251,anterior,4,TXNDC3
3395,22518,anterior,4,ZNF676
3396,825,anterior,4,DPYSL3
3397,32283,anterior,4,RAPH1
3398,36834,anterior,4,DNAH6
3399,20636,anterior,4,OPALIN
3400,26514,posterior,4,OR52N4
3401,33121,posterior,4,HYMAI
3402,54827,posterior,4,A_24_P837537
3403,36861,posterior,4,LINC00202
3404,23521,posterior,4,HS3ST5
3405,10607,posterior,4,KLF12
3406,50363,posterior,4,A_24_P932988
3407,31017,posterior,4,PRAMEF3
3408,43862,posterior,4,USP6NL
3409,24847,posterior,4,FAM33A
3410,49810,posterior,4,ZNF273
3411,38390,posterior,4,LOC100289944
3412,27651,posterior,4,PANK1
3413,40929,posterior,4,C16orf46
3414,12044,posterior,4,OR1J4
3415,777,posterior,4,DES
3416,20322,posterior,4,SHF
3417,20226,posterior,4,SDSL
3418,2211,posterior,4,H2AFZ
3419,28930,posterior,4,RASSF5
3420,714,posterior,4,CHGA
3421,461,posterior,4,SLC31A1
3422,22416,posterior,4,C8orf84
3423,43843,posterior,4,CUST_3321_PI416261804
3424,2803,posterior,4,KCNJ12
3425,8182,posterior,4,CYTH3
3426,39775,posterior,4,FKBP5
3427,50378,posterior,4,A_24_P393303
3428,3579,posterior,4,M6PR
3429,51297,posterior,4,A_32_P97243
3430,27117,posterior,4,MKNK2
3431,28736,posterior,4,SMOX
3432,46149,posterior,4,CCDC141
3433,15603,posterior,4,RP5-1022P6.1
3434,57874,posterior,4,A_23_P119168
3435,6435,posterior,4,TLL1
3436,27822,posterior,4,OR9Q1
3437,37810,posterior,4,PRSS3
3438,10161,posterior,4,CCL27
3439,26757,posterior,4,FAM83A
3440,52738,posterior,4,A_24_P111054
3441,42864,posterior,4,MGC16142
3442,7218,posterior,4,HIST2H2BE
3443,24252,posterior,4,IGSF22
3444,40938,posterior,4,GABRA1
3445,22481,posterior,4,RHOXF1
3446,2328,posterior,4,HOXC9
3447,21860,posterior,4,FAM43A
3448,47221,posterior,4,A_23_P313993
3449,30703,posterior,4,GABRE
3450,51455,anterior,4,A_24_P640617
3451,7117,anterior,4,LZTR1
3452,24678,anterior,4,IL4I1
3453,52136,anterior,4,A_24_P522399
3454,15866,anterior,4,SLC17A6
3455,97,anterior,4,CD5
3456,32813,anterior,4,RBP4
3457,34186,anterior,4,FRMD6
3458,33409,anterior,4,TMED10P1
3459,37263,anterior,4,LOC100132705
3460,33856,anterior,4,DMKN
3461,25195,anterior,4,RP1-21O18.1
3462,38748,anterior,4,PMFBP1
3463,32770,anterior,4,CRYM
3464,721,anterior,4,CHIT1
3465,23254,anterior,4,AKD1
3466,4992,anterior,4,PTPRR
3467,51649,anterior,4,A_23_P424269
3468,15859,anterior,4,SLC17A6
3469,29160,anterior,4,SAPS1
3470,30378,anterior,4,IGSF1
3471,22772,anterior,4,C3orf59
3472,32495,anterior,4,PLB1
3473,18474,anterior,4,FAM167A
3474,14373,anterior,4,CLIC6
3475,51024,anterior,4,A_32_P222374
3476,48329,anterior,4,A_24_P418998
3477,12579,anterior,4,HEYL
3478,33488,anterior,4,STEAP2
3479,57954,anterior,4,A_23_P56868
3480,15226,anterior,4,ETNK2
3481,40967,anterior,4,PIK3R5
3482,31780,anterior,4,TENC1
3483,46069,anterior,4,KLK8
3484,55583,anterior,4,A_32_P101313
3485,39422,anterior,4,AGXT2L1
3486,48385,anterior,4,A_24_P242319
3487,38207,anterior,4,TMEM215
3488,12441,anterior,4,NAAA
3489,24932,anterior,4,KCTD4
3490,42931,anterior,4,ALDH1L2
3491,5975,anterior,4,SLIT1
3492,42145,anterior,4,TLE3
3493,1624,anterior,4,GJA1
3494,31435,anterior,4,LRFN2
3495,554,anterior,4,CYP1B1
3496,28323,anterior,4,C10orf113
3497,55,anterior,4,CCKBR
3498,32733,anterior,4,MUPCDH
3499,54962,anterior,4,LINC00347
3500,10221,posterior,4,MMP24
3501,15144,posterior,4,MTMR8
3502,20592,posterior,4,CCDC102A
3503,21908,posterior,4,ARL9
3504,9948,posterior,4,TRDN
3505,4004,posterior,4,CNOT4
3506,28543,posterior,4,PDCD4
3507,49943,posterior,4,A_23_P108427
3508,44992,posterior,4,BCS1L
3509,48574,posterior,4,THG1L
3510,32990,posterior,4,MYO19
3511,50371,posterior,4,A_24_P671115
3512,4821,posterior,4,PGM5
3513,11889,posterior,4,SERBP1
3514,46927,posterior,4,GABRA4
3515,40843,posterior,4,SLC13A2
3516,30621,posterior,4,PCDHGB3
3517,52252,posterior,4,A_24_P174775
3518,24917,posterior,4,CA13
3519,45045,posterior,4,C18orf42
3520,56302,posterior,4,A_24_P256073
3521,56623,posterior,4,A_24_P323635
3522,19297,posterior,4,CCDC65
3523,26708,posterior,4,MYLK4
3524,54572,posterior,4,ZNF396
3525,9997,posterior,4,IGF2BP1
3526,29968,posterior,4,TRIM6
3527,40450,posterior,4,LOC100131165
3528,15008,posterior,4,GIMAP5
3529,16281,posterior,4,CACNG8
3530,42352,posterior,4,RUNX1
3531,58154,posterior,4,A_24_P549927
3532,38293,posterior,4,TRIM64EP
3533,32407,posterior,4,LOC653602
3534,25948,posterior,4,WWP2
3535,30362,posterior,4,KIAA1377
3536,21179,posterior,4,POU5F2
3537,46922,posterior,4,GABRA4
3538,32967,posterior,4,CYS1
3539,22037,posterior,4,FBXL16
3540,39504,posterior,4,TTC28
3541,28649,posterior,4,FGF5
3542,27195,posterior,4,CHRM2
3543,23895,posterior,4,C11orf35
3544,58274,posterior,4,A_24_P832737
3545,10681,posterior,4,PDIA5
3546,9816,posterior,4,ANP32B
3547,7613,posterior,4,JRK
3548,50340,posterior,4,A_32_P173227
3549,49619,posterior,4,A_24_P110770
3550,43435,anterior,4,CUST_3115_PI416261804
3551,58130,anterior,4,A_24_P493005
3552,40787,anterior,4,XRCC3
3553,32728,anterior,4,LST1
3554,28897,anterior,4,KCNN3
3555,24282,anterior,4,GAS2L3
3556,32122,anterior,4,ARHGAP6
3557,25450,anterior,4,CRIP3
3558,18567,anterior,4,CDCA7
3559,3586,anterior,4,MARCKS
3560,36303,anterior,4,RP11-27I1.2
3561,39980,anterior,4,GARNL4
3562,36195,anterior,4,CYP4F12
3563,9760,anterior,4,CRTAP
3564,1995,anterior,4,GPC4
3565,17774,anterior,4,ULBP2
3566,56616,anterior,4,A_32_P212712
3567,24300,anterior,4,SLC46A3
3568,45015,anterior,4,BTG1
3569,14946,anterior,4,MARC2
3570,8571,anterior,4,BCAR1
3571,36197,anterior,4,A_32_P70045
3572,18280,anterior,4,TNFAIP8L2
3573,27215,anterior,4,LUZP2
3574,31425,anterior,4,C12orf40
3575,46649,anterior,4,MAOB
3576,8387,anterior,4,BCL10
3577,4499,anterior,4,PIK3CD
3578,45020,anterior,4,KLF5
3579,35147,anterior,4,FEZ2
3580,36118,anterior,4,SEC14L2
3581,9502,anterior,4,LILRB2
3582,32721,anterior,4,LONRF3
3583,19640,anterior,4,SLC12A8
3584,2694,anterior,4,ITGB8
3585,26978,anterior,4,CNTNAP4
3586,22902,anterior,4,KLHDC8B
3587,36282,anterior,4,PTCH1
3588,42903,anterior,4,TTC28
3589,1287,anterior,4,FABP5
3590,24360,anterior,4,C17orf78
3591,3520,anterior,4,MT1L
3592,33418,anterior,4,CAPSL
3593,41431,anterior,4,ADCYAP1
3594,52242,anterior,4,A_32_P119348
3595,25981,anterior,4,POLDIP3
3596,36194,anterior,4,LOC729213
3597,54642,anterior,4,A_24_P341603
3598,25376,anterior,4,SFT2D2
3599,19859,anterior,4,IGFN1
3600,16278,posterior,4,NTN4
3601,1406,posterior,4,EGR1
3602,44601,posterior,4,ALDH1A1
3603,1006,posterior,4,CTSS
3604,17993,posterior,4,GSDMD
3605,31272,posterior,4,OR1L6
3606,43692,posterior,4,PLA2G4E
3607,16699,posterior,4,ZNF574
3608,30429,posterior,4,FAM110A
3609,30062,posterior,4,ERGIC1
3610,17985,posterior,4,RERGL
3611,36776,posterior,4,C6orf186
3612,24895,posterior,4,LCE1F
3613,53797,posterior,4,BTG3
3614,47659,posterior,4,A_32_P462013
3615,57108,posterior,4,A_32_P186038
3616,44797,posterior,4,ARSF
3617,51417,posterior,4,A_24_P880155
3618,19584,posterior,4,GHDC
3619,3970,posterior,4,NKX3-1
3620,762,posterior,4,DHX15
3621,23971,posterior,4,CYB561D1
3622,27212,posterior,4,MTP18
3623,8668,posterior,4,DCLK1
3624,54914,posterior,4,KLHL14
3625,39806,posterior,4,PRKG1
3626,15497,posterior,4,MAML3
3627,29317,posterior,4,SLC26A6
3628,39880,posterior,4,KIAA0141
3629,43904,posterior,4,NTF3
3630,53514,posterior,4,A_32_P121772
3631,34149,posterior,4,CTSL1P6
3632,52491,posterior,4,A_24_P64517
3633,38585,posterior,4,CCDC68
3634,39534,posterior,4,GFRA1
3635,56265,posterior,4,A_32_P780623
3636,57394,posterior,4,A_24_P24972
3637,36913,posterior,4,LOC158696
3638,21520,posterior,4,C7orf31
3639,27193,posterior,4,CHRM2
3640,48402,posterior,4,A_24_P17031
3641,42748,posterior,4,ZNF587
3642,20228,posterior,4,KLHDC7B
3643,26812,posterior,4,LCN8
3644,36938,posterior,4,PEX5
3645,53454,posterior,4,A_24_P345290
3646,56318,posterior,4,A_24_P921906
3647,27201,posterior,4,CHIA
3648,49488,posterior,4,CUST_577_PI417507815
3649,17825,posterior,4,NYX
3650,31386,anterior,4,XKR9
3651,52783,anterior,4,A_24_P151121
3652,54663,anterior,4,A_23_P218295
3653,55673,anterior,4,A_24_P593724
3654,27333,anterior,4,TFEC
3655,33167,anterior,4,HTR5A
3656,15127,anterior,4,AC068989.2
3657,12084,anterior,4,FBXW8
3658,35040,anterior,4,RP4-783C10.1
3659,732,anterior,4,AKR1C1
3660,13303,anterior,4,NOX3
3661,4325,anterior,4,PDE3A
3662,46243,anterior,4,VN1R10P
3663,3164,anterior,4,IRAK2
3664,6282,anterior,4,SYN2
3665,19861,anterior,4,IGFN1
3666,32729,anterior,4,LST1
3667,15281,anterior,4,FRMD4A
3668,34094,anterior,4,HSP90B3P
3669,6698,anterior,4,VIPR1
3670,5639,anterior,4,RBP3
3671,22571,anterior,4,WDR69
3672,52751,anterior,4,CUST_120_PI417507815
3673,51245,anterior,4,A_24_P178154
3674,5721,anterior,4,CXCL12
3675,16535,anterior,4,SYT13
3676,31536,anterior,4,COL6A3
3677,33080,anterior,4,DGCR5
3678,26046,anterior,4,LY6G5C
3679,2371,anterior,4,AGFG2
3680,49807,anterior,4,A_32_P144018
3681,4874,anterior,4,PRODH
3682,35076,anterior,4,GPSM1
3683,6293,anterior,4,SLC6A11
3684,57940,anterior,4,A_23_P393495
3685,6580,anterior,4,TTPA
3686,29670,anterior,4,SHOX2
3687,49041,anterior,4,A_24_P885873
3688,1092,anterior,4,EGF
3689,15333,anterior,4,N4BP2
3690,37341,anterior,4,LINC00158
3691,34779,anterior,4,SMAD3
3692,14051,anterior,4,CXXC5
3693,34831,anterior,4,PDE11A
3694,4873,anterior,4,PRODH
3695,33776,anterior,4,SIRPG
3696,6882,anterior,4,WNT7B
3697,1085,anterior,4,EFNB1
3698,15259,anterior,4,TMEM206
3699,16502,anterior,4,SEMA6A
3700,39684,posterior,4,CUST_3272_PI416261804
3701,25043,posterior,4,CCDC96
3702,38489,posterior,4,RRN3P3
3703,39191,posterior,4,LOC388692
3704,36164,posterior,4,NEK11
3705,37006,posterior,4,LAMA2
3706,6317,posterior,4,SLC11A1
3707,28648,posterior,4,BID
3708,26220,posterior,4,ISX
3709,43171,posterior,4,FAM226A
3710,9552,posterior,4,SEMA3A
3711,21905,posterior,4,EVC2
3712,16822,posterior,4,DSCC1
3713,34504,posterior,4,ZNF90
3714,1134,posterior,4,EPS15
3715,11474,posterior,4,TTLL12
3716,48088,posterior,4,A_24_P289984
3717,23156,posterior,4,ANKS6
3718,39821,posterior,4,GABRA1
3719,29364,posterior,4,C1QTNF9B-AS1
3720,35595,posterior,4,FAM168A
3721,22608,posterior,4,SLC35F3
3722,2472,posterior,4,HAS1
3723,20576,posterior,4,AGAP2
3724,44997,posterior,4,C8G
3725,55714,posterior,4,C12orf42
3726,24870,posterior,4,FOXD4L4
3727,17882,posterior,4,LRRK1
3728,44060,posterior,4,BTF3
3729,49855,posterior,4,A_24_P739582
3730,17758,posterior,4,TET1
3731,14071,posterior,4,MTP18
3732,40388,posterior,4,RPH3A
3733,38775,posterior,4,DNAJB5
3734,19061,posterior,4,PAPPA2
3735,42579,posterior,4,LOC100127899
3736,22164,posterior,4,SPC24
3737,13142,posterior,4,CPA4
3738,48396,posterior,4,A_32_P114535
3739,14684,posterior,4,ARHGEF10L
3740,57287,posterior,4,A_24_P485271
3741,4823,posterior,4,PGM5
3742,28619,posterior,4,ROPN1B
3743,42971,posterior,4,NBEAL1
3744,10508,posterior,4,DMC1
3745,55172,posterior,4,A_23_P170579
3746,1381,posterior,4,GABRA4
3747,37799,posterior,4,KIAA1045
3748,17339,posterior,4,AS3MT
3749,49516,posterior,4,A_24_P932598
3750,37468,anterior,4,RP11-85G18.4
3751,56331,anterior,4,A_32_P88905
3752,3829,anterior,4,NEFM
3753,21064,anterior,4,PROKR2
3754,29325,anterior,4,AMZ1
3755,2026,anterior,4,FGFR3
3756,40255,anterior,4,SLC1A4
3757,2720,anterior,4,JAK2
3758,39267,anterior,4,ATPAF1-AS1
3759,36203,anterior,4,A_23_P346813
3760,29648,anterior,4,PTPRC
3761,3481,anterior,4,MRE11A
3762,58378,anterior,4,A_24_P935203
3763,16241,anterior,4,ARHGAP22
3764,8812,anterior,4,TNFSF15
3765,11184,anterior,4,SIN3B
3766,11240,anterior,4,SYNM
3767,5255,anterior,4,RCVRN
3768,26404,anterior,4,CARD17
3769,32287,anterior,4,OGG1
3770,34897,anterior,4,PCDH17
3771,39660,anterior,4,LOC441052
3772,30184,anterior,4,PDGFB
3773,26255,anterior,4,ZNF229
3774,25045,anterior,4,RPRML
3775,36090,anterior,4,C6orf145
3776,46673,anterior,4,MAN2A1
3777,30379,anterior,4,IGSF1
3778,6022,anterior,4,FSCN1
3779,1641,anterior,4,GPC3
3780,49945,anterior,4,A_24_P225635
3781,19811,anterior,4,FAM110B
3782,2721,anterior,4,JAK2
3783,38408,anterior,4,CT45A4
3784,35033,anterior,4,FAM65B
3785,6256,anterior,4,STXBP3
3786,42573,anterior,4,TLCD1
3787,3549,anterior,4,LTBP2
3788,11118,anterior,4,AC092436.3
3789,3830,anterior,4,NEFM
3790,46644,anterior,4,MAOA
3791,26457,anterior,4,GABRG1
3792,3527,anterior,4,MT2A
3793,29440,anterior,4,CBFB
3794,44412,anterior,4,ANXA11
3795,40724,anterior,4,PRICKLE1
3796,31769,anterior,4,ACAN
3797,15430,anterior,4,ARHGAP15
3798,51428,anterior,4,A_32_P153781
3799,3270,anterior,4,MAOA
3800,54819,posterior,4,A_24_P921062
3801,45969,posterior,4,MYO18A
3802,54559,posterior,4,A_24_P290068
3803,1110,posterior,4,EPHB3
3804,50328,posterior,4,HES2
3805,45467,posterior,4,HAGH
3806,36596,posterior,4,SEC14L1
3807,54611,posterior,4,A_32_P147990
3808,52057,posterior,4,A_32_P132936
3809,46632,posterior,4,MRC1L1
3810,47530,posterior,4,A_24_P356830
3811,15750,posterior,4,WDR52
3812,15927,posterior,4,PCDHB2
3813,37250,posterior,4,ZBTB22
3814,8055,posterior,4,STC2
3815,41689,posterior,4,DDC
3816,56000,posterior,4,A_24_P281844
3817,20215,posterior,4,C1orf212
3818,47662,posterior,4,A_32_P190316
3819,57593,posterior,4,A_23_P170110
3820,53720,posterior,4,A_24_P185018
3821,55453,posterior,4,A_24_P910121
3822,54062,posterior,4,A_23_P80759
3823,24676,posterior,4,TAS2R50
3824,13575,posterior,4,IL23A
3825,8854,posterior,4,NR2E3
3826,49521,posterior,4,A_23_P399206
3827,48514,posterior,4,A_32_P875758
3828,39336,posterior,4,HTATIP2
3829,48937,posterior,4,A_24_P659393
3830,31262,posterior,4,CPZ
3831,28840,posterior,4,MCOLN2
3832,51705,posterior,4,A_32_P150541
3833,47639,posterior,4,A_32_P501366
3834,18869,posterior,4,FSCB
3835,13038,posterior,4,ASTE1
3836,21620,posterior,4,ASB8
3837,46377,posterior,4,MMP24
3838,15930,posterior,4,PCDHAC1
3839,1126,posterior,4,EPO
3840,38951,posterior,4,SPHK1
3841,30274,posterior,4,ADAMTS18
3842,57398,posterior,4,CTSL3
3843,48190,posterior,4,A_32_P195225
3844,22847,posterior,4,GALNTL5
3845,54028,posterior,4,A_24_P530690
3846,10971,posterior,4,IRAK3
3847,58013,posterior,4,A_24_P173895
3848,15054,posterior,4,MCM10
3849,3915,posterior,4,NFATC2
3850,2900,anterior,4,KRT13
3851,38061,anterior,4,FAM189A1
3852,22015,anterior,4,C15orf32
3853,54500,anterior,4,HNRNPM
3854,3038,anterior,4,IL1B
3855,41370,anterior,4,C6orf145
3856,22581,anterior,4,FAM179A
3857,46510,anterior,4,SLC18A2
3858,28968,anterior,4,FAM129A
3859,18834,anterior,4,OBSCN
3860,43535,anterior,4,IFLTD1
3861,44203,anterior,4,MTMR11
3862,337,anterior,4,COL4A2
3863,28013,anterior,4,OR4D11
